Pixel,group01_MeanSmoothedNormalizedIntensity,group02_MeanSmoothedNormalizedIntensity,group03_MeanSmoothedNormalizedIntensity,group04_MeanSmoothedNormalizedIntensity,group05_MeanSmoothedNormalizedIntensity,group06_MeanSmoothedNormalizedIntensity,group07_MeanSmoothedNormalizedIntensity,group08_MeanSmoothedNormalizedIntensity,group09_MeanSmoothedNormalizedIntensity,group10_MeanSmoothedNormalizedIntensity,group11_MeanSmoothedNormalizedIntensity,group12_MeanSmoothedNormalizedIntensity
34,0.751957402493205,0.7294240684627217,0.9034185132980438,0.7186090753360221,0.7189963435462993,0.7004664822275198,0.725007950484581,0.8808723825169856,0.8170598447310298,0.7939149512480954,0.7179400728788966,0.8683975282324523
35,0.7519131210011679,0.7293569290389856,0.9033378596828483,0.7185446932685784,0.7189358471804194,0.7004196298248545,0.7249250348406866,0.8808424872378756,0.8170253178894052,0.7938680043461595,0.7179180996935257,0.8684096559819248
36,0.7518615456692332,0.7292887500711174,0.9032666537142484,0.718479130151844,0.7188664793329569,0.7003673006201689,0.7248418612985239,0.8808121355422628,0.8169789390538078,0.7938197253941693,0.7178766520940703,0.868419242313203
37,0.7518098488962649,0.7292324513190257,0.9031936491307715,0.7184113856417474,0.7187969196068555,0.7003077996060322,0.7247574074916125,0.8807718813570053,0.8169296826327244,0.7937690215459219,0.7178341499380927,0.8684287470710522
38,0.7517602621566267,0.7291604756788074,0.903117597866261,0.7183405318506285,0.7187251566211023,0.700242646761378,0.7246707216174207,0.8807371942796071,0.8168729481117778,0.7937082199962737,0.7177865834718004,0.8684443111942761
39,0.7517092449170457,0.7290867894700864,0.9030452426510627,0.7182689294393128,0.7186482821113618,0.700177362307222,0.7245653679731797,0.8806970799133682,0.8168186147883801,0.7936469392663493,0.7177342882745595,0.8684601296053179
40,0.7516434188867562,0.7290124844023319,0.9029710520131614,0.7181923396754918,0.7185747667712519,0.7001337331235705,0.7244654338373389,0.8806572496284268,0.8167759343947376,0.7935953065293238,0.7176816219437401,0.8684784725145326
41,0.7515749496554497,0.7289405549194028,0.9028805815514209,0.7181143651686519,0.7184942614631143,0.7000885934278761,0.7243664622052064,0.8806164093600135,0.8167134485423565,0.7935414831453882,0.7176367111824729,0.8684960358675567
42,0.751507399964977,0.72887688855029,0.9027894173487155,0.7180362084682571,0.7184133367416031,0.7000430461200435,0.724267411849173,0.8805759629889385,0.8166418694731593,0.7934867282680947,0.7175909614481526,0.8685128203788816
43,0.7514463347078545,0.7288208783427643,0.9026976298999806,0.7179600785039609,0.7183421926723956,0.6999960477335432,0.7241797115930205,0.8805440602371839,0.8165829723052779,0.7934198433156935,0.71753641568237,0.8685426782547552
44,0.7513891142070681,0.7287631273346971,0.9025894890787756,0.7178816051633053,0.7182680496062442,0.6999497392602453,0.7240923478406097,0.8805202107994171,0.8165288752331914,0.793365279841387,0.7174857065608927,0.8685777379480573
45,0.7513310089526504,0.7286958394232821,0.9024871219751599,0.7178031442339041,0.7181860640656839,0.6999081967339164,0.7240032530024296,0.8804957382079817,0.8164733495516167,0.793312106287846,0.7174426787293231,0.8686121665217301
46,0.7512698428137503,0.7286275141840225,0.9023942617930771,0.7177247599356471,0.7181099837038798,0.6998669175417447,0.7239166877485517,0.880473347925277,0.8164270737410542,0.7932658064330717,0.7174078114895465,0.8686428036691337
47,0.7512080584201027,0.7285582299358462,0.9022971741650221,0.7176390538914112,0.7180282783350393,0.6998216822090234,0.7238252963114948,0.8804502201746536,0.8163740746241637,0.793222597410786,0.7173754952153327,0.8686651684882154
48,0.7511457115251672,0.7284880649976799,0.9021790388361897,0.7175497493222174,0.7179424040392715,0.699768556599096,0.7237273687252842,0.8804155667393052,0.816312377621663,0.7931777365937192,0.7173414543048453,0.8686896810273739
49,0.751082857882402,0.7284071762418891,0.902057179303753,0.7174604281983876,0.7178466009539215,0.6997132223065047,0.7236317001475874,0.8803769329283192,0.8162484148655988,0.7931200969683079,0.7173057511067467,0.8687107202048114
50,0.7510150727551859,0.7283252406358922,0.9019359264067989,0.7173775922947755,0.7177548244255572,0.6996568551975141,0.7235319821260697,0.8803359460043533,0.8161835042909928,0.7930728996693327,0.7172765310714996,0.868731479603106
51,0.7509427144549271,0.7282433877722865,0.9018232976673785,0.717295634727347,0.7176557480807276,0.6995861106155886,0.7234285862510375,0.8802955118047311,0.816118883204356,0.7930231248676467,0.717237144188638,0.8687457253216977
52,0.7508639039514668,0.728155758953907,0.9017123151283533,0.7172146128744022,0.7175530520592222,0.6995039696399601,0.7233198100501825,0.8802543362766073,0.8160521768617087,0.7929574858749865,0.717188173046099,0.8687468508257649
53,0.7507858566646247,0.728072690983655,0.9016135507289362,0.7171356584903219,0.7174613470490355,0.6994050709816332,0.7232143778963549,0.8802151924977869,0.8159740995849033,0.7928837119664941,0.717138344743504,0.868747194961365
54,0.7507075588139301,0.7279880512325411,0.9015158072086404,0.7170565909755346,0.7173698800015191,0.699309274750952,0.723106000650047,0.8801780258185102,0.8158948527188337,0.7928046694741043,0.7170877142684153,0.8687459899941269
55,0.7506167371751532,0.7279040293043282,0.9014033811883906,0.7169786334083661,0.7172798090800659,0.6992103316805567,0.7229888106320466,0.8801238900195774,0.8158074948564368,0.7927219110909205,0.7170322802069549,0.8687348271563161
56,0.750518822865873,0.7278167492289445,0.901308901802313,0.7168932214210193,0.7171830749875133,0.6991179280947994,0.7228739264847328,0.8800715160524254,0.8157208823081573,0.7926402650040619,0.7169764280293035,0.8687235666491651
57,0.750416767333676,0.7277304828754724,0.9012155867886943,0.7168096645044437,0.717084331592806,0.6990235314716915,0.7227634563086657,0.880015447727836,0.8156210233315001,0.7925474065145335,0.7169202090440813,0.8687106643611034
58,0.7503176809104153,0.7276502869500809,0.9011234887419262,0.7167301175092641,0.7169879686006257,0.6989315883440892,0.7226470077278568,0.8799495172913702,0.8155076370214104,0.7924565727067243,0.7168596146123489,0.8686954494461439
